,unnamed: 0,case_number,date,date_revised,season,year,case,type,country,country_revised,continent,area,location,activity,name,sex,age,injury,fatal,time,species ,investigator or source,href_formula,objectid,location_georeferenced_lon,location_georeferenced_lat,location_georeferenced_result,country_captalized,month,season_code
2203,2203,1988.12.15,15-Dec-88,12/15/88,winter,1988,1,Unprovoked,CHILE,CHILE,South America,Valpariso Province,Valpariso,Skindiving,Juan Tapia-Avalos,male,unknown,FATAL,fatal,unknown,16' white shark,J.  McCosker & A. Engana,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.12.15-Avalos.pdf,m_2204,-71.60218,-33.05224,matched,Chile,1,1
2204,2204,1988.11.08,8-Nov-88,11/8/88,winter,1988,1,Sea Disaster,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Bruce Coucom,male,17,"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",fatal,Early morning,unknown,"H. Edwards, pp.115-116",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.08-BruceCoucom.pdf,m_2205,150.89806,-23.07278,matched,Australia,1,1
2205,2205,1988.11.07,7-Nov-88,11/7/88,winter,1988,1,Sea Disaster,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Cedric Coucom,male,62,FATAL,fatal,Nightfall,unknown,"H. Edwards, pp.115-116",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.07-CedricCoucom.pdf,m_2206,150.89806,-23.07278,matched,Australia,1,1
2206,2206,1988.10.23,23-Oct-88,10/23/88,winter,1988,1,Unprovoked,USA,USA,North America,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",Surfing (sitting on his board),Wyndham Kapan,male,21,Leg bitten & femur fractured,non-fatal,17h30,5.5 m to 6 m [18' to 20']  white shark,"R. Collier, pp.104-106",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.23-Kapan_Collier.pdf,m_2207,-123.96181,45.89047,matched,USA,1,1
2207,2207,1988.10.22,22-Oct-88,10/22/88,winter,1988,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Victoria,Phillip Island,Surfing,John Wonham,male,38,Lacerations to right leg,non-fatal,unknown,7' shark,"Miami Herald, 10/26/1988",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.22-Wonham.pdf,m_2208,145.23102,-38.48349,matched,Australia,1,1
2208,2208,1988.10.14,14-Oct-88,10/14/88,winter,1988,1,Unprovoked,USA,USA,North America,Florida,"Boca Raton, Palm Beach County",Surfing,Aaron Shulman,male,15,Lacerations to left thigh,non-fatal,unknown,6' shark,"Boca Raton News, 10/15/1988",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.14-Shulman.pdf,m_2209,-80.43002413,26.62404756,matched,USA,1,1
2209,2209,1988.10.11,11-Oct-88,10/11/88,winter,1988,1,Unprovoked,USA,USA,North America,Florida,"Fort Pierce, St. Lucie County ",Surfing,John L. Goodson,male,30,Left leg lacerated,non-fatal,X,1.2 m to 1.5 m [4' to 5'] shark,"St. Petersburg Times 10/13/1988, p.2B",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.11-Goodson.pdf,m_2210,-80.47210127,27.37727292,matched,USA,1,1
2210,2210,1988.10.10,10-Oct-88,10/10/88,winter,1988,1,Unprovoked,USA,USA,North America,Florida,"Playalinda, Brevard County",Surfing,Patrick Turowski,male,23,Hand lacerated,non-fatal,18h30,1.2 m to 1.5 m [4' to 5'] shark,"G. Taylor, Orlando Sentinel, 10/12/1988, p.D3",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.10-Turowski.pdf,m_2211,-80.73235645,28.29348389,matched,USA,1,1
2211,2211,1988.10.06,6-Oct-88,10/6/88,winter,1988,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,South Australia,Moama Beach,Surfing,Murray Taylor,male,15,Lower right  leg lacerated,non-fatal,Afternoon,unknown,"Herald, 10/7/1988, p.5; Hobart Mercury, 10/8/1988, p.3",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.06-MurrayTaylor.pdf,m_2212,138.47072,-35.19865,matched,Australia,1,1
2212,2212,1988.10.00,Oct-88,10/1/88,winter,1988,1,Unprovoked,USA,USA,North America,Florida,"Sanibel Island, Lee County",Wading,Sally Jo Scott,female,23,Leg lacerated,non-fatal,unknown,1.2 m [4'] shark,C.L. Call,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.00-SallyJoScott.pdf,m_2213,-82.1137,26.44036,matched,USA,1,1
2213,2213,1988.09.28,28-Sep-88,9/28/88,fall,1988,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Surfing,Chris Garvin,male,21,Lacerations to foot,non-fatal,Afternoon,5' shark,"News-Journal, 9/29/1988",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.28-Garvin.pdf,m_2214,-80.92303,29.02716,matched,USA,9,4
2214,2214,1988.09.13.b,13-Sep-88,9/13/88,fall,1988,1,Unprovoked,USA,USA,North America,Florida,"Shell Island Panama City Beach, Bay County",Walking,Dennis & Ann Hadden,female,unknown,Dennis' hand injured; Ann's right forearm bitten,non-fatal,15h45,1.8 m [6'] shark,"M. Womack, News Herald; Orlando Sentinel, 9/18/1988, p. B4",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.b-Hadden.pdf,m_2215,-85.83249,30.19164,matched,USA,9,4
2215,2215,1988.09.13.a,13-Sep-88,9/13/88,fall,1988,1,Unprovoked,USA,USA,North America,Florida,"Shell Island Panama City Beach, Bay County",Snorkeling,John P. Martin ,male,38,"FATAL, thigh & hand lacerated",fatal,15h00,3 m [10'] bull shark,"M. Womack, News Herald",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.09.13.a-Martin.pdf,m_2216,-85.83249,30.19164,matched,USA,9,4
2216,2216,1988.08.22.b,22-Aug-88,8/22/88,summer,1988,1,Provoked,USA,USA,North America,Louisiana,New Orleans,Diving in Sharkey's Reef restaurant s aquarium,Wiley Beevers,male,unknown,Arm bitten by captive shark PROVOKED INCIDENT,non-fatal,unknown,"Tiger shark, 1.8 m [6']","New Orleans Times-Picayune, 8/23/1988; Orlando Sentinel. Orlando, Fla.: Aug 24, 1988. p.. A.8; Miami Herald, 8/24/1988",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.22.b-Beevers.pdf,m_2217,-90.07775,29.9537,matched,USA,8,3
2217,2217,1988.08.19,19-Aug-88,8/19/88,summer,1988,1,Unprovoked,JAPAN,JAPAN,Asia,Tokyo Prefecture,Ogasawara Islands,unknown,male,male,unknown,Survived,non-fatal,unknown,unknown,K. Nakaya,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.19-Japan.pdf,m_2218,142.0997262,27.71833092,matched,Japan,8,3
2218,2218,1988.08.11,11-Aug-88,8/11/88,summer,1988,1,Unprovoked,USA,USA,North America,California,"Klamath River, Del Norte County",Surfing,Carl Lafazio,male,27,Thigh bitten,non-fatal,09h30,2.4 m to 3 m [8' to 10'] white shark,"R. Collier, pp.102-104",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.08.11-LaFazio_Collier.pdf,m_2219,-123.8971107,41.74317575,matched,USA,8,3
2219,2219,1988.07.11,11-Jul-88,7/11/88,summer,1988,1,Unprovoked,USA,USA,North America,Florida,"Jensen Beach, Martin County",Swimming,female,female,15,Punctures & deep scratches to foot & buttock,non-fatal,10h30,unknown,"Miami Herald,  7/12/1988, p.1B",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.11-female_Jensen Beach.pdf,m_2220,-80.38317364,27.08809692,matched,USA,7,3
2220,2220,1990.08.19.a,19-Aug-90,8/19/90,summer,1990,1,Unprovoked,USA,USA,North America,Texas,"Near Port Aransas, Nueces County",Wade fishing,Jimmy Allen,male,18,Minor injury,non-fatal,13h30,unknown,"Dallas Morning News, 8//22/1990",http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.19.a-b-Allen.pdf,m_2221,-97.61348194,27.72623731,matched,USA,8,3
2221,2221,1988.07.04.b,4-Jul-88,7/4/88,summer,1988,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,Ray Bourgeois,male,37,Punctures to lower left leg & foot,non-fatal,Afternoon,unknown,"News-Journal, 7/5/1988",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.07.04.b-Bourgeois.pdf,m_2222,-80.92303,29.02716,matched,USA,7,3
2222,2222,1988.06.19,16-Jun-88,6/16/88,summer,1988,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,Sculphoek,Spearfishing,Willie van Rensberg,male,36,Left arm lacerated,non-fatal,09h45,White shark,"W.v.Rensberg, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.19-VanRensburg.pdf,m_2223,19.20405,-34.43484,matched,South Africa,6,3
2223,2223,1992.12.23,23-Dec-92,12/23/92,winter,1992,1,Unprovoked,USA,USA,North America,Hawaii,"Chun's Reef, Laniakea, O'ahu",Lying on surfboard,Gary M. Chun,male,30,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",non-fatal,17h30,"Tiger shark, 3 m to 4.9 m [10' to 16']","L. Taylor (1993), pp.114-115; Orlando Sentinel, 12/25/1992, p.A20",http://sharkattackfile.net/spreadsheets/pdf_directory/1992.12.23-Chun.pdf,m_2224,-155.99556,19.63889,matched,USA,1,1
2224,2224,1988.06.16,16-Jun-88,6/16/88,summer,1988,1,Unprovoked,USA,USA,North America,North Carolina,"Ocracoke, Hyde County",Scuba diving,male,male,42,Survived,non-fatal,unknown,Sandtiger shark,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.16-diver.pdf,m_2225,-76.26124447,35.536765,matched,USA,6,3
2225,2225,1988.06.09,9-Jun-88,6/9/88,summer,1988,1,Unprovoked,USA,USA,North America,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",Sittting in water with his child,Mark Dotter,male,37,Left leg bitten,non-fatal,16h00,Sand shark?,"Charlotte Observer, 6/11/1988, p.1B",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.09-Dotter.pdf,m_2226,-80.72907997,32.38645653,matched,USA,6,3
2226,2226,1988.06.05,5-Jun-88,6/5/88,summer,1988,1,Unprovoked,USA,USA,North America,Florida,"Daytona Beach, Volusia County",Swimming,Jason Jones,male,12,Four lacerations to his ankle,non-fatal,12h00,unknown,"Orlando Sentinel, 6/7/1988, p.D2",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.05-JasonJones.pdf,m_2227,-81.056661,29.178618,matched,USA,6,3
2227,2227,1988.06.01,1-Jun-88,6/1/88,summer,1988,1,Unprovoked,USA,USA,North America,Florida,"Daytona Beach, Volusia County",Surfing,Etienne DeCora,male,25,Cuts to right foot and ankle,non-fatal,08h57,1.8 m to 2.4 m [6' to 8'] shark,"Orlando Sentinel, 6/2/1988, p.B2; P. LaMee, Orlando Sentinel, 6/3/1992, p.D2",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.06.01-DeCora.pdf,m_2228,-81.056661,29.178618,matched,USA,6,3
2228,2228,1988.05.10,10-May-88,5/10/88,spring,1988,1,Unprovoked,USA,USA,North America,Florida,"Paradise Beach Park, Brevard County",Surfing,Philip Barone,male,31,Left foot bitten,non-fatal,18h30,unknown,"M. Vosburgh, Orlando Sentinel, 5/12/1988, p.D.6",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.10-Barone.pdf,m_2229,-80.57793,28.12676,matched,USA,5,2
2229,2229,1988.05.04,4-May-88,5/4/88,spring,1988,1,Unprovoked,USA,USA,North America,Florida,"Melbourne Beach, Brevard County",Surfing / treading water,Lee Rhoades,male,29,Left leg & right foot bitten,non-fatal,11h45,unknown,"Orlando Sentinel, 5/6/1988, D.2",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.05.04-Rhoades.pdf,m_2230,-80.56534,28.06839,matched,USA,5,2
2230,2230,1988.04.24,24-Apr-88,4/24/88,spring,1988,1,Unprovoked,USA,USA,North America,California,"North of Morro Rock, San Luis Obispo County",Surfing,Mark Rudy,male,unknown,No Injury,non-fatal,unknown,White shark,"J. McCosker & R.N. Lea; R. Collier, p.102",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.24-Rudy_Collier.pdf,m_2231,-120.4035771,35.38681973,matched,USA,4,2
2231,2231,1988.04.15a,15-Apr-88,4/15/88,spring,1988,1,Unprovoked,USA,USA,North America,Florida,"Singer Island, Riviera Beach, Palm Beach County",Swimming,Robert Nicholson,male,24,Lacerations to left foot,non-fatal,18h45,unknown,"E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.15.a-Nicholson.pdf,m_2232,-80.075691,26.771059,matched,USA,4,2
2232,2232,1988.04.15.b,15-Apr-88,4/15/88,spring,1988,1,Invalid,USA,USA,North America,Hawaii,"Waihe'e, Maui",Onboard 21' powerboat that capsized in rough seas,Avery Goo,male,unknown,"Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later",unknown,unknown,Shark involvement prior to death was not confirmed,"J. Borg, p.76; L. Taylor (1993), pp.106-107",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.15.b-AveryGoo.pdf,m_2233,-157.86222,21.45306,matched,USA,4,2
2233,2233,1988.04.14.b,14-Apr-88,4/14/88,spring,1988,1,Unprovoked,USA,USA,North America,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,Kenny Burns,male,14,Right hand bitten,non-fatal,unknown,unknown,"St. Petersburg Times, 2/6/1999",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.14.b-KennyBurns.pdf,m_2234,-80.075691,26.771059,matched,USA,4,2
2234,2234,1988.04.14.a,14-Apr-88,4/14/88,spring,1988,1,Unprovoked,USA,USA,North America,Florida,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,Joseph Costa,male,unknown,"6"""" laceration to left foot",non-fatal,unknown,unknown,"E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.14.a-Costa.pdf,m_2235,-80.075691,26.771059,matched,USA,4,2
2235,2235,1988.04.10,10-Apr-88,4/10/88,spring,1988,1,Invalid,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,La Lucia,unknown,female,female,unknown,"Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined.",unknown,unknown,Shark involvement prior to death was not confirmed,"G. Charter, NSB; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.04.10-arm.pdf,m_2236,31.05981,-29.75276,matched,South Africa,4,2
2236,2236,1995.00.00.d,1995,unknown,unknown,1995,1,Provoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Gladstone Reef,Snorkeling,male,male,unknown,"No injury, grabbed byshark after he pulled its tail PROVOKED INCIDENT",non-fatal,unknown,Leopard shark,"Shark-L, 9/13/1996",http://sharkattackfile.net/spreadsheets/pdf_directory/1995.00.00.d-Gladstone.pdf,m_2237,146.7906501,-19.28377996,matched,Australia,u,unknown
2237,2237,1988.02.15, 15-Feb-1988,2/15/88,winter,1988,1,Boat,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"Brighton Beach, Durban",unknown,"Semi-rigid rescue  boat: occupants, Edward Moolman & Chris Bezuidenhiut                                                                                                                    ",unknown,unknown,"No injury to occupants, pontoon puctured",non-fatal,unknown,"Raggedtooth shark, 2 m","Natal Mercury, 2/16/1988",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.15-BrightonBeach-lifesavers.pdf,m_2238,31.0009,-29.93957,matched,South Africa,2,1
2238,2238,1988.03.31,31-Mar-88,3/31/88,spring,1988,1,Unprovoked,USA,USA,North America,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing ,Peggy Schaefer,female,30,Foot bitten,non-fatal,unknown,unknown,"Milwaukee Journal, 4/12/1988",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.31-Schaefer.pdf,m_2239,-80.075691,26.771059,matched,USA,3,2
2239,2239,1988.03.25,25-Mar-88,3/25/88,spring,1988,1,Unprovoked,USA,USA,North America,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",Body surfing,Aaron Kawado,male,unknown,Ankle bitten,non-fatal,unknown,unknown,"J. Borg, p.76; L. Taylor (1993), pp.106-107",http://sharkattackfile.net/spreadsheets/pdf_directory/1988.03.25-Kawado.pdf,m_2240,-157.9436319,21.43954258,matched,USA,3,2
2240,2240,1991.11.19,19-Nov-91,11/19/91,winter,1991,1,Unprovoked,USA,USA,North America,Hawaii,"Maliko Point, Maui","Fishing from rocks, swept out to sea by large wave & treading water",Suk Kyu (Steve) Park,male,unknown,"Body not recovered, shorts found indicating shark bite on left side",fatal,16h30,"Tiger shark, 3.7 m [12']","J. Borg, pp.79-80; L. Taylor (1993), pp.110-111",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.11.19-Park.pdf,m_2241,-155.9617366,19.59202167,matched,USA,1,1
2241,2241,1991.11.14,14-Nov-91,11/14/91,winter,1991,1,Provoked,USA,USA,North America,Florida,Near Port Canaveral Coast Guard Base,Fishing,John Saenza,male,unknown,Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT,non-fatal,12h54,2.4 m [8'] shark,"D.E. Owens, Orlando Sentinel, 11/15/1991",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.11.14-Saenza.pdf,m_2242,-80.61497,28.405,matched,USA,1,1
2242,2242,1991.11.00,Nov-91,11/1/91,winter,1991,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,"Backbeach, Halls Head",Boogie boarding,Chad Wittorff,male,14,Calf scratched & chunk bitten from board,non-fatal,unknown,"small shark""""","A. Sharpe, pp.135-136",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.11.00-Wittorff.pdf,m_2243,115.7039,-32.52074,matched,Australia,1,1
2243,2243,1991.10.12,12-Oct-91,10/12/91,winter,1991,1,Unprovoked,USA,USA,North America,Florida,"Melbourne Beach, Brevard County",Surfing,Cliff Turner,male,21,Right foot & ankle lacerated,non-fatal,08h30,1.8 m [6'] shark,"Orlando Sentinel, 10/13/1991",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.10.12-CliffTurner.pdf,m_2244,-80.56534,28.06839,matched,USA,1,1
2244,2244,1991.10.05,5-Oct-91,10/5/91,winter,1991,1,Unprovoked,USA,USA,North America,California,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",Surfing,John Ferrerira,male,32,"Arm, shoulder & back bitten",non-fatal,07h30,5 m to 6 m [16.5' to 20'] white shark,"R. Collier, pp.126-128 ; Orlando Sentinel, 10/6/1991, p.A8 & 10/10/ 1991, p.A8",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.10.05-Ferreira_Collier.pdf,m_2245,-122.001609,37.0562358,matched,USA,1,1
2245,2245,1991.09.19,19-Sep-91,9/19/91,fall,1991,1,Invalid,BAHAMAS,BAHAMAS,North America,unknown,Bimini,Spearfishing,Omar Karim Huneidi,male,32,"Initally reported as a shark attack, forensic examination concluded cause of death was drowning",unknown,17h00,Invalid,"E. Pace, FSAF; Sun Sentinel, 9/22/1991, p.3B",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.09.19-Huneidi.pdf,m_2246,-79.272985,25.70184823,matched,Bahamas,9,4
2246,2246,1991.09.08,8-Sep-91,9/8/91,fall,1991,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,South Australia,"Snapper Point, Aldinga Beach, Adelaide",Scuba diving,Jonathon Lee,male,19,FATAL,fatal,15h00,4 m [13'] white shark,"Advertiser, 1/31/1992, p.5; A. Sharpe, pp.127-128",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.09.08-Lee.pdf,m_2247,138.458,-35.27613,matched,Australia,9,4
2247,2247,1991.08.30,30-Aug-91,8/30/91,summer,1991,1,Provoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",Finning the shark that bit him,A Japanese fisherman from Miyagi,male,36,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",non-fatal,Afternoon,"3 m [10'], 270- kg [595-lb] shark","A. Sharpe, pp.107-108",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.08.30-fisherman.pdf,m_2248,153.02334,-27.46844,matched,Australia,8,3
2248,2248,1991.08.26,26-Aug-91,8/26/91,summer,1991,1,Unprovoked,USA,USA,North America,South Carolina,"Myrtle Beach, Horry County",Swimming,Brad Hibshman,male,23,Deep cuts on lower leg,non-fatal,13h30,sand shark,"Charlotte Observer, 8/27/1991, p.1B",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.08.26-Hibshman.pdf,m_2249,-78.911006,33.672563,matched,USA,8,3
2249,2249,1991.08.12,12-Aug-91,8/12/91,summer,1991,1,Unprovoked,USA,USA,North America,Florida,"Vero Beach, Indian River County",Wading,Jacquelyn Johnson,female,10,Bite to left thigh & calf,non-fatal,16h35,3' shark,"Vero Beach Press Journal, 8/13/1991,    E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.08.12-Johnson.pdf,m_2250,-80.454795,27.735048,matched,USA,8,3
2250,2250,1991.08.09,9-Aug-91,8/9/91,summer,1991,1,Provoked,USA,USA,North America,Florida,Florida Bay,Fishing,Captain John Donnell,male,unknown,Laceration to right forearm PROVOKED INCIDENT,non-fatal,unknown,"Lemon shark, 30-lb","Miami Herald, 8/10/1991, p.2B",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.08.09-Donnell.pdf,m_2251,-80.74979,25.00041,matched,USA,8,3
2251,2251,1991.07.30,30-Jul-91,7/30/91,summer,1991,1,Boating,ITALY,ITALY,Europe,Ligurian Sea,"Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)",Canoeing,Ivana Iacaccia,female,40,No Injury to occupant; canoe bitten,non-fatal,15h30,4 m [13'] white shark,"Stars & Stripes, 8/5/1991, p.8; A. De Maddalena; Graffione (1991), Fergusson (1996), Angela et al. (1997)",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.07.30-Ivana-Iacaccia.pdf,m_2252,9.21517,44.3358,matched,Italy,7,3
2252,2252,1991.07.27,27-Jul-91,7/27/91,summer,1991,1,Unprovoked,USA,USA,North America,Florida,"John Pennekamp Marine Park, Monroe County",Snorkeling,Jim Yarber,male,39,Arm bitten,non-fatal,unknown,"2.1 m [7'], 140-lb reef shark","Miami Herald, 7/31/1991",http://sharkattackfile.net/spreadsheets/pdf_directory/1991.07.27-Yarber.pdf,m_2253,-81.04854333,25.42570711,matched,USA,7,3
